"Brand","Price","Photo","Model.Number","Engine.Type","Fuel.Type","Fuel.Tank.Capacity..Litres.","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player","power_hp","pojemnosc_L","moment_obrotowy_lb_ft","wysokosc_in","dlugosc_in","szerokosc_in","rozstaw_osi_in","przeswit_in","cylindry","bak","skrzynia_biegow","naped","siedzenia","drzwi","waga_lbs","paliwo","city_mpg","highway_mpg","nadwozie"
"MINI","27,900","https://www.ccarprice.com/products/Mini_Cooper_S_Hardtop_4_Door_2023_2.jpg","Cooper S Hardtop 4-Door 2023","2.0L Turbo Inline-4 Gas","","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",189,2,206,56.1,159.1,68,101.1,NA,NA,42,"Automatic","front",5,4,2937,"Unknown",29,38,"Hatchback"
"MINI","23,400","https://www.ccarprice.com/products/Mini_Cooper_Hardtop_2_Door_2023.jpg","Cooper Hardtop 2-Door 2023","1.5L Turbo Inline-3 Gas","","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",134,1.5,162,55.7,152.8,68,98.2,NA,NA,42,"Manual","front",4,4,2712,"Unknown",27,37,"Hatchback"
"MINI","26,900","https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Hardtop_2_Door_2023_1.jpg","Cooper S Classic Hardtop 2-Door 2023","2.0L Turbo Inline-4 Gas","","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",189,2,206,55.7,152.8,68,98.2,NA,NA,42,"Manual","front",4,4,2813,"Unknown",23,33,"Hatchback"
"MINI","24,400","https://www.ccarprice.com/products/Mini_Cooper_Classic_Hardtop_4_Door_2023.jpg","Cooper Classic Hardtop 4-Door 2023","1.5L Turbo Inline-3 Gas","","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",134,1.5,162,56.1,158.5,68,101.1,NA,NA,42,"Manual","front",5,4,2846,"Unknown",27,37,"Hatchback"
"MINI","29,900","https://www.ccarprice.com/products/Mini_Cooper_Electric_Hardtop_2023.jpg","Cooper Electric Hardtop 2023","Electric","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",181,NA,199,56.4,35.1,68,98.2,NA,NA,NA,"Automatic","front",4,NA,3144,"Electric",70,0,"Hatchback"
"MINI","22,900","https://www.ccarprice.com/products/Mini_Cooper_Hardtop_Cooper_Classic_2_Door_2022.jpg","Cooper Hardtop Cooper Classic 2 Door 2022","1.5L Turbo Inline-3 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",134,1.5,162,55.7,152.2,68,98.2,NA,3,61,"Manual","front",4,2,2712,"Petrol",27,37,"SUV"
"MINI","73,650","https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Countryman_ALL4_2022.jpg","Cooper S Classic Countryman ALL4 2022","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",189,2,206,61.3,169.7,71.7,105.1,NA,4,61,"Automatic","all",5,4,3618,"Petrol",23,31,"SUV"
"MINI","23,400","https://www.ccarprice.com/products/Mini_Cooper_Hardtop_Cooper_Classic_2_Door_2023.jpg","Cooper Hardtop Cooper Classic 2 Door 2023","1.5L Turbo Inline-3 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",134,1.5,162,55.7,152.2,68,98.2,NA,3,61,"Manual","front",2,2,2712,"Petrol",27,37,"SUV"
"MINI","33,900","https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Countryman_ALL4_2023_1.jpg","Cooper S Classic Countryman ALL4 2023","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",189,2,206,61.3,169.7,71.7,105.1,NA,4,61,"Automatic","all",5,4,3618,"Petrol",23,31,"SUV"
"MINI","32,900","https://www.ccarprice.com/products/Mini_Clubman_Coope__S_Classic_ALL4_Clubman_2023.jpg","Clubman Cooper S Classic ALL4 Clubman 2023","2.0L Turbo Inline-4 Gas","Gasoline","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",189,2,206,56.7,168.3,70.9,105.1,NA,4,49,"Automatic","all",5,4,3534,"Petrol",23,32,"SUV"
"MINI","33,900","https://www.ccarprice.com/products/Mini_Cooper_SE_Hardtop_2023_1.jpg","Cooper SE Hardtop 2023","Electric","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",181,NA,199,56.4,35.1,68,98.2,NA,NA,NA,"Automatic","front",4,NA,3144,"Electric",70,0,"Hatchback"
"MINI","29,900","https://www.ccarprice.com/products/Mini_Cooper_SE_Signature_Hardtop_2023.jpg","Cooper SE Signature Hardtop 2023","Electric","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",181,NA,199,56.4,35.1,68,98.2,NA,NA,NA,"Automatic","front",4,NA,3144,"Electric",70,0,"Hatchback"
"MINI","41,500","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Classic_Countryman_ALL4_2023.jpg","John Cooper Works Classic Countryman ALL4 2023","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","","",301,2,331,61.3,169.7,71.7,105.1,NA,4,42,"Automatic","all",5,4,3688,"Petrol",24,30,"SUV"
"MINI","32,600","https://www.ccarprice.com/products/Mini_Cooper_Countryman_2023.jpg","Cooper Countryman 2023","1.5L Turbo Inline-3 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",134,1.5,162,61.3,169.7,71.7,105.1,NA,3,61,"Automatic","front",5,4,3443,"Petrol",26,33,"SUV"
"MINI","31,900","https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Countryman_2023.jpg","Cooper S Classic Countryman 2023","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",189,2,206,61.3,169.7,71.7,105.1,NA,4,61,"Automatic","front",5,4,3413,"Petrol",24,33,"SUV"
"MINI","31,600","https://www.ccarprice.com/products/Mini_Cooper_Classic_Countryman_ALL4_2023.jpg","Cooper Classic Countryman ALL4 2023","1.5L Turbo Inline-3 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","","Yes","Yes","Yes","","","","","",134,1.5,162,61.3,169.7,71.7,105.1,NA,3,61,"Automatic","all",5,4,3545,"Petrol",23,30,"SUV"
"MINI","31,900","https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Convertible_2023.jpg","Cooper S Classic Convertible 2023","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",189,2,206,55.7,152.8,68,98.2,NA,4,42,"Manual","front",4,2,3018,"Petrol",23,33,"Convertible"
"MINI","28,400","https://www.ccarprice.com/products/Mini_Cooper_Classic_Convertible_2023_1.jpg","Cooper Classic Convertible 2023","1.5L Turbo Inline-3 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",134,1.5,162,55.7,152.2,68,98.2,NA,3,42,"Manual","front",4,2,2892,"Petrol",27,37,"Convertible"
"MINI","29,900","https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Clubman_2023.jpg","Cooper S Classic Clubman 2023","2.0L Turbo Inline-4 Gas","Gas","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","","","","","","","","","","",189,2,207,56.7,168.3,70.9,105.1,NA,4,49,"Manual","front",5,4,3307,"Petrol",23,33,"Wagon"
"MINI","31,900","https://www.ccarprice.com/products/Mini_Countryman_Cooper_S_2023.jpg","Countryman Cooper S 2023","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","","","",189,2,207,61.3,169.7,71.7,105.1,6.5,4,61,"Automatic","front",5,4,3514,"Petrol",24,33,"SUV"
"MINI","37,500","https://www.ccarprice.com/products/Mini_Cooper_S_Clubman_ALL4_2023_1.jpg","Cooper S Clubman ALL4 2023","2.0 L Turbo Inline-4 Gas","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","","","","","","","","","","",189,2,207,56.7,168.3,70.9,105.1,NA,NA,NA,"Automatic","all",5,4,3534,"Unknown",23,33,"Wagon"
"MINI","35,900","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Hardtop_2023_1.jpg","John Cooper Works Hardtop 2023","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",228,2,235,55.7,152.8,68,98.2,NA,4,42,"Manual","front",4,2,2892,"Petrol",22,31,"Hatchback"
"MINI","22,900","https://www.ccarprice.com/products/Mini_Cooper_Oxford_Edition_Hardtop_2_Door_2022_.jpg","Cooper Oxford Edition Hardtop 2 Door 2022","1.5L Turbo Inline-3 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","","","","","",134,1.5,162,56.1,158.5,68,101.1,NA,3,42,"Manual","front",5,4,2846,"Petrol",27,37,"Hatchback"
"MINI","31,900","https://www.ccarprice.com/products/Mini_Cooper_S_Convertible_2023.gif","Cooper S Convertible 2023","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","",189,2,206,55.7,151.1,68,98.2,NA,4,42,"Manual","front",4,2,3018,"Petrol",23,33,"Convertible"
"MINI","38,900","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Convertible_2022.jpg","John Cooper Works Convertible 2022","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","","",228,2,235,55.7,152.8,68,98.2,4.5,4,42,"Automatic","front",4,2,3144,"Petrol",25,33,"Convertible"
"MINI","38,900","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Convertible_2023.jpg","John Cooper Works Convertible 2023","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","",228,2,235,55.7,152.8,68,98.2,NA,4,42,"Automatic","front",4,2,3144,"Petrol",25,33,"Convertible"
"MINI","23,900","https://www.ccarprice.com/products/Mini_Cooper_Oxford_Edition_2022.jpg","Cooper Oxford Edition 2022","1.5L Turbo Inline-3 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","","","","","",134,1.5,162,56.1,158.5,68,101.1,NA,3,42,"Manual","front",5,4,2846,"Petrol",27,37,"Hatchback"
"MINI","39,500","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Clubman_ALL4_2023.jpg","John Cooper Works Clubman ALL4 2023","2.0L Turbo Inline-4 Gas","Gasoline","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",301,2,331,56.7,168.3,70.9,105.1,NA,4,49,"Automatic","all",5,4,3609,"Petrol",23,31,"Wagon"
"MINI","26,900","https://www.ccarprice.com/products/Mini_Cooper_S_Hardtop_2_Door_2022.jpg","Cooper S Hardtop 2 Door 2022","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","Yes","","","","","","",189,2,206,55.7,152.8,68,98.2,NA,4,42,"Manual","all",5,4,2813,"Petrol",23,33,"Hatchback"
"MINI","27,900","https://www.ccarprice.com/products/2022_Mini_Cooper_S_Hardtop_4-door.jpg","Cooper S Hardtop 4 Door 2022","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","Yes","","","","","","",189,2,206,56.1,159.1,68,101.1,NA,4,42,"Manual","all",5,4,2937,"Petrol",23,33,"Hatchback"
"MINI","44,600","https://www.ccarprice.com/products/Mini_Countryman_Boardwalk_Edition_ALL4_2022.jpg","Cooper SE Countryman ALL4 2022","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","","","","","","Yes","Yes","","","","","",189,2,207,61.4,169.7,71.7,105.1,4.4,4,61,"Automatic","all",5,4,3719,"Petrol",23,31,"SUV"
"MINI","41,500","https://www.ccarprice.com/products/Mini_Cooper_SE_Countryman_ALL4_2023.jpg","Cooper SE Countryman ALL4 2023","1.5L Turbo Inline-3 Plug-in Hybrid","Gasoline","9.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","","","","","","Yes","Yes","","","","","",221,1.5,284,61.4,169.7,71.7,105.1,NA,NA,34,"Automatic","all",5,4,3985,"Petrol",NA,NA,"SUV"
"MINI","41,500","https://www.ccarprice.com/products/Mini_Cooper_SE_Countryman_ALL4_2022.jpg","Cooper SE Countryman ALL4 2022","1.5L Turbo Inline-3 Plug-in Hybrid","Gasoline","9.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","","","","","","Yes","Yes","","","","","",221,1.5,284,61.4,169.7,71.7,105.1,NA,NA,34,"Automatic","all",5,4,3985,"Petrol",NA,NA,"SUV"
"MINI","32,900","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Hardtop_2022.jpg","John Cooper Works Hardtop 2022","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",228,2,235,55.7,152.8,68,98.2,NA,4,42,"Manual","front",4,2,2892,"Petrol",22,31,"Hatchback"
"MINI","41,500","https://www.ccarprice.com/products/MINI_John_Cooper_Works_Countryman_ALL4_2023.jpg","John Cooper Works Countryman ALL4 2023","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","Yes","Yes","","Yes","","","","Yes","","","Yes","Yes","Yes","Yes","","Yes","","","","","",301,2,331,61.4,169.7,71.7,105.1,NA,NA,61,"Automatic","all",5,4,3789,"Petrol",23,31,"SUV"
"MINI","41,500","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Countryman_ALL4_2022.jpg","John Cooper Works Countryman ALL4 2022","2.0L Turbo Inline-4 Gas","Gasoline","16.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",301,2,331,61.4,169.7,71.7,105.1,NA,4,61,"Automatic","all",5,4,3789,"Petrol",23,30,"SUV"
"MINI","39,500","https://www.ccarprice.com/products/Mini_John_Cooper_Works_Clubman_ALL4_2022.jpg","John Cooper Works Clubman ALL4 2022","2.0L Turbo Inline-4 Gas","Gasoline","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",301,2,331,56.7,168.3,70.9,105.1,NA,4,49,"Automatic","all",5,4,3609,"Petrol",23,31,"Wagon"
"MINI","23,900","https://www.ccarprice.com/products/Mini_Hardtop_4_Door_2022.jpg","Hardtop 4 Door 2022","1.5L Turbo Inline-3 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","","","",134,1.5,162,56.1,152.5,68,101.1,NA,3,42,"Manual","front",5,4,2846,"Petrol",27,37,"Hatchback"
"MINI","22,900","https://www.ccarprice.com/products/Mini_Hardtop_2_Door_2022_2.jpg","Cooper Hardtop 2 Door 2022","1.5L Turbo Inline-3 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","","","",134,1.5,162,55.7,152.5,68,98.2,NA,3,42,"Manual","front",4,2,2712,"Petrol",27,37,"Hatchback"
"MINI","48,900","https://www.ccarprice.com/products/Mini_John_Cooper_Works_GP_Hardtop_2022.jpg","John Cooper Works GP Hardtop 2022","2.0L Turbo Inline-4 Gas","Gasoline","11.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","Yes","","","","","","",301,2,331,55.7,152.5,68,NA,NA,4,42,"Automatic","front",2,2,NA,"Petrol",24,30,"Hatchback"
